pathway,from_region,to_region,from_country,to_country,max_flow,max_counter_flow,voltage,distance,year_planned,source_1,source_2,assumptions,other_notes
TRNUSAJEUSASM,USAJE,USASM,USA,USA,0,0,-,-,-,https://www.floridapsc.com/pscfiles/website-files/PDF/Utilities/Electricgas/TenYearSitePlans/2022/Seminole%20Electric%20Cooperative.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSALDUSANE,USALD,USANE,USA,USA,1500,1500,500,447,2027,https://www.transwestexpress.net/about/docs/TransWest-Express-Route-Overview-033121.pdf,https://www.power-technology.com/projects/transwest-express-transmission-project-usa/?cf-view,Distance for planned capacity is converted from miles into km.,"This corresponds to the Intermountain Power Agency (Utah substation, operated by LDWP) to Nevada Power Company Section of the TransWest Express transmission project."
TRNUSALDUSAPE,USALD,USAPE,USA,USA,3000,3000,525,652,2027,https://www.transwestexpress.net/about/docs/TransWest-Express-Route-Overview-033121.pdf,https://www.power-technology.com/projects/transwest-express-transmission-project-usa/?cf-view,Distance for planned capacity is converted from miles into km.,"This corresponds to the Pacificorp East to Intermountain Power Agency (Utah substation, operated by LDWP) Section of the TransWest Express transmission project."
TRNUSALDUSAWC,USALD,USAWC,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSALGUSAMI,USALG,USAMI,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSALGUSAPJ,USALG,USAPJ,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSALGUSATV,USALG,USATV,USA,USA,0,0,-,-,-,https://www.tva.com/energy/transmission/transmission-system-projects,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report nor on the TVA website.
TRNUSAMIUSAPJ,USAMI,USAPJ,USA,USA,2100,2100,525,563,-,https://www.utilitydive.com/news/soo-green-transmission-miso-pjm-interregional-big-wires-act-hickenlooper/693916/ ,https://www.startribune.com/st-louis-park-company-behind-novel-2-5b-soo-green-line-underground-power-line-project/600102958/?refresh=true,-,"The Grain Belt Express previously did look at interconnecting with PJM but no concrete plans came from this. The St. Louis Star Tribune source contains a map indicating the route of the SOO Green transmission line, and confirms that this project is a new connection between MISO and PJM."
TRNUSAMIUSASO,USAMI,USASO,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,https://cdn.misoenergy.org/MTEP23%20Full%20Report630587.pdf,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAMIUSASP,USAMI,USASP,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAMIUSASW,USAMI,USASW,USA,USA,2500,2500,600;345,1287;,2028,https://grainbeltexpress.com/wp-content/uploads/2023/03/Grain-Belt-Express-Order-from-ICC-E-12_22-0499_Order-.pdf,https://efis.psc.mo.gov/Document/Display/758566,"The Clean Line project's status is currently uncertain, and as a result its capacities have not been added (https://www.spglobal.com/marketintelligence/en/news-insights/research/as-ira-drives-renewables-investment-attention-turns-to-transmission-upgrades). Distance for planned capacity is converted from miles into km.","The Grain Belt Express Phase 1 line connects SPP to both MISO and AECI, and the Tiger Connector addition increases the total transmission to 2500 MW for Phase 1. Although SPP and MISO collaborated on the Joint Targeted Interconnection Queue (JTIQ) study, only the Raun line connects both SPP and MISO territory."
TRNUSAMIUSATV,USAMI,USATV,USA,USA,0,0,-,-,-,https://cdn.misoenergy.org/MTEP23%20Full%20Report630587.pdf,https://www.tva.com/energy/transmission/transmission-system-projects,- ,MISO and TVA sources do not indicate any planned transmission projects between MISO and TVA.
TRNUSAMIUSAWA,USAMI,USAWA,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSANEUSAPE,USANE,USAPE,USA,USA,1500,1500,500,344.4,2027,https://www.transcanyon.com/projects/Cross-Tie-Transmission-Line/default.aspx,"https://www.energy.gov/gdo/transmission-facilitation-program-first-round-selections#:~:text=Cross%2DTie%20is%20a%20proposed,renewable%20energy%20across%20the%20region.",Distance for planned capacity is converted from miles into km.,Planned capacity relates to the Cross-Tie Transmission Line. Construction is expected to start in Q1 of 2025 with assumed year of operation being 2027.
TRNUSANEUSAWC,USANE,USAWC,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSANWUSAPE,USANW,USAPE,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSANWUSAWA,USANW,USAWA,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSANWUSAWM,USANW,USAWM,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSANWUSAWW,USANW,USAWW,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSANYUSAPJ,USANY,USAPJ,USA,USA,0,0,-,-,-,https://www.governor.ny.gov/news/governor-hochul-announces-nations-largest-ever-state-investment-renewable-energy-moving,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,"The Mineral Basin Solar Project does not appear to add an interconnection between the New York and PJM grids, and is just feeding solar electricity into the New York Grid. No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report."
TRNUSAPEUSAPW,USAPE,USAPW,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAPEUSAWC,USAPE,USAWC,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAPEUSAWM,USAPE,USAWM,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAPGUSAPW,USAPG,USAPW,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAPIUSASL,USAPI,USASL,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAPIUSATR,USAPI,USATR,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAPJUSATV,USAPJ,USATV,USA,USA,0,0,-,-,-,https://www.pjm.com/-/media/documents/agreements/joint-reliability-agreement-jrca-pjm-tva.ashx,https://www.tva.com/newsroom/press-releases/tva-invites-public-to-open-house-for-proposed-transmission-project-in-lee-county,-,PJM and TVA sources do not indicate any planned transmission projects between PJM and TVA.
TRNUSAPNUSAPO,USAPN,USAPO,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAPNUSASW,USAPN,USASW,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAPNUSATP,USAPN,USATP,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAPNUSAWC,USAPN,USAWC,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAPNUSAWM,USAPN,USAWM,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAPOUSASW,USAPO,USASW,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAPOUSAWM,USAPO,USAWM,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSASAUSASC,USASA,USASC,USA,USA,0,0,-,-,-,https://www.santeecooper.com/About/Integrated-Resource-Plan/Reports-and-Materials/Santee-Cooper-2023-Integrated-Resource-Plan_Final-Rev_01.pdf,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSASAUSASG,USASA,USASG,USA,USA,0,0,-,-,-,https://www.dominionenergy.com/projects-and-facilities/electric-projects/power-line-projects,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSASAUSASO,USASA,USASO,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSASCUSASG,USASC,USASG,USA,USA,0,0,-,-,-,https://www.dominionenergy.com/projects-and-facilities/electric-projects/power-line-projects,https://www.santeecooper.com/About/Integrated-Resource-Plan/Reports-and-Materials/Santee-Cooper-2023-Integrated-Resource-Plan_Final-Rev_01.pdf,- ,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSASCUSASO,USASC,USASO,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,- ,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSASGUSASO,USASG,USASO,USA,USA,0,0,-,-,-,http://www.southeasternrtp.com/docs/general/2009/process2009/2009_2ndMeeting_Presentation.pdf,https://www.dominionenergy.com/projects-and-facilities/electric-projects/power-line-projects/projects-map,-,The Dominion Energy website does not indicate any planned projects to connect Dominion Energy South Carolina to any region within the SOCO jurisdiction.
TRNUSASLUSATR,USASL,USATR,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSASMUSATC,USASM,USATC,USA,USA,0,0,-,-,-,https://www.floridapsc.com/pscfiles/website-files/PDF/Utilities/Electricgas/TenYearSitePlans/2022/Seminole%20Electric%20Cooperative.pdf,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSASOUSATA,USASO,USATA,USA,USA,0,0,-,-,-,https://www.talgov.com/Uploads/Public/Documents/you/tysp_cotu.pdf,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSASOUSATV,USASO,USATV,USA,USA,0,0,-,-,-,https://www.tva.com/energy/transmission/transmission-system-projects,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,"The TVA source indicates that all new transmission projects to Georgia, Alabama, and Mississippi are within the TVA's jurisdiction and do not connect to Southern Company Services. No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report."
TRNUSASPUSASW,USASP,USASW,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSASRUSATP,USASR,USATP,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSASRUSAWC,USASR,USAWC,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSASWUSAWA,USASW,USAWA,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSASWUSAWM,USASW,USAWM,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSATPUSAWC,USATP,USAWC,USA,USA,748,748,345,281.635,2028,https://southlinetransmission.com/,https://www.heinrich.senate.gov/newsroom/press-releases/heinrich-celebrates-doe-investment-to-advance-southline-transmission-project-in-new-mexico,Distance for planned capacity is converted from miles into km.,Planned capacity relates to the Southline Transmission project. Construction is expected to start in 2025 with assumed year of operation being 2028.
TRNUSAWAUSAWM,USAWA,USAWM,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNUSAWCUSAWM,USAWC,USAWM,USA,USA,0,0,-,-,-,https://cleanenergygrid.org/wp-content/uploads/2023/09/ACEG_Transmission-Projects-Ready-To-Go_September-2023.pdf,-,-,No planned interconnections oulined in the Ready-To-Go Transmission Projects 2023 report.
TRNVNMCEVNMNO,VNMCE,VNMNO,VNM,VNM,0,0,-,-,-,https://en.evn.com.vn/d6/news/Development-of-500-kV-transmission-network-in-the-future-a-questionable-issue-66-163-2065.aspx,-,Planned capacity in 2025 is assumed to equal the reported planned capacity by 2025 minus existing values in 2020.,-
TRNVNMCEVNMSO,VNMCE,VNMSO,VNM,VNM,3500,2500,-,-,2025,https://en.evn.com.vn/d6/news/Development-of-500-kV-transmission-network-in-the-future-a-questionable-issue-66-163-2065.aspx,-,Planned capacity in 2025 is assumed to equal the reported planned capacity by 2025 minus existing values in 2020.,-
TRNZAFXXZWEXX,ZAFXX,ZWEXX,ZAF,ZWE,300,300,-,-,-,"http://www.geni.org/globalenergy/library/technical-articles/transmission/allafrica.com/225million-zizabona-power-interconnector-to-be-officially-unveiled/index.shtml#:~:text=The%20project%27s%20first%20phase%20wheeling,landmark%20regional%20transmission%20energy%20project.",-,-,-
